CSDP Network Summary Report for Elevation=0.0

Network path: D:\dsm2GisReference\csdpFiles\final\delta_2019Calib_navd88.cdn
DSM2 channels path: D:\delta\dsm2_v8.2beta_2_newGeomTest\common_input\channel_std_delta_grid_NAVD_20150129.inp
DSM2 output path: D:\delta\dsm2_v8.2beta_2_newGeomTest\studies\testGeom\output\historical_v82.hof

Channels.inp length: length specified for DSM2 in the DSM2 channels file above.
CSDP length: length calculated by the CSDP that will be used to replace the 'Channels.inp length'.
% change: the change in length CSDP vs Channels.inp
CSDP Average width
CSDP Volume: Channel volume calculated by CSDP for specified elevation assuming no inter-channel interpolation.
CSDP Wetted Area: Wetted area calculated by CSDP for specified elevation assuming no inter-channel interpolation.
CSDP Surface Area: Surface area calculated by CSDP for specified elevation assuming no inter-channel interpolation.
CSDP Max Area Ratio: The maximum ratio of cross-sectional areas within a channel using CSDP cross-sections
DSM2 Volume: Channel volume calculated at specified elevation using virtual cross-sections from DSM2 output file
DSM2 Wetted Area: Wetted area calculated at specified elevation using virtual cross-sections from DSM2 output file
DSM2 Surface Area: Surface area calculated at specified elevation using virtual cross-sections from DSM2 output file
DSM2 Max Area Ratio: The maximum ratio of cross-sectional areas within a channel using virtual cross-sections
GIS 2m Volume: Channel volume calculated at specified elevation using CutFill operation with 2m DEM
GIS 2m Area: Channel 2D area calculated at specified elevation using CutFill operation with 2m DEM
GIS 10m Volume: Channel volume calculated at specified elevation using CutFill operation with 10m DEM
GIS 10m Area: Channel 2D area calculated at specified elevation using CutFill operation with 10m DEM
CSDP highest bottom elevation: The highest bottom elevation of all the cross-sections within the chanenl.
CSDP XS with no points: The indices of the cross-sections in the channel that have no points.
CSDP XS within 500.0 feet: The indices of the cross-sections in the channel that are within 500.0 feet of each other.
CSDP XS with Min area: The index of the cross-section in the channel that has the smallest area at the specified elevation
CSDP XS with Max area: The index of the cross-section in the channel that has the largest area at the specified elevation
CSDP XS with duplicate stations: The indices of the cross-sections in the channel that have duplicate station values.
CSDP XS with -dK: The indices of the cross-sections in the channel that have negative dConveyance at any elevation.
CSDP XS with -dK in intertidal zone: the indices of the cross-sections in the channel that have negative dConveyance in the intertidal zone.
(intertidal zone is assumed to be limited to the range -2.5 < Z < 17.5 ft NAVD88)

Channel	Channels.inp length	CSDP Length	% change	CSDP Average Width	CSDP Volume	CSDP Wetted Area	CSDP Surface Area	CSDP Max Area Ratio	DSM2 Volume	DSM2 Wetted Area	DSM2 Surface Area	DSM2 Max Area Ratio	GIS 2m Max Volume	GIS 2m Max Area	GIS 10m Max Volume	GIS 10m Max Area	DSM2-2m Vol	DSM2-10m Vol	2m Vol % diff	10m Vol % diff	CSDP Avg Width	2m Width Ratio	10m Width Ratio	2m Validity	10m Validity	Valid 2m Max Vol	Valid 10m Max Vol	DSM2-Valid 2m Max Vol	DSM2-Valid 10m Max Vol	Valid 2m Vol % diff	Valid 10m Vol % diff	CSDP Highest Bottom Elevation	CSDP XS with no points	CSDP XS within 500.0 feet	CSDP XS with Min area	CSDP XS with Max area	CSDP XS with duplicate stations	CSDP XS With -dk	CSDP XS with -dk in intertidal zone
437	20200.0	17931	-11	3408	2291887257.8	61208460.4	61111457.7	1.50	2289211229.6	61250240.1	61089220.9	1.18	null	null	2099596042.5	54109048.9		189615187.1		9.0	3408.1		103.9		true		2099596042.5		189615187.1		9.0	-49.03			6	0		0,6	
438	12100.0	12792	6	3189	1095057068.2	40872528.8	40790905.0	1.30	1091753948.2	41355846.2	41285215.1	1.23	null	null	null	null					3188.9											-35.97			2	0			
439	10200.0	11757	15	2317	530298855.1	27285225.6	27243704.6	1.26	530570793.6	29349188.2	27416172.0	1.26	null	null	null	null					2317.2											-35.29			2	1		2	
440	14800.0	14537	-2	2713	1020386738.9	39467615.3	39436954.1	1.74	1021703485.7	39716038.4	39687038.7	1.38	null	null	null	null					2712.9											-33.63			0	2			
441	5398.0	5512	2	4590	1097683715.6	25327121.2	25303396.8	1.13	1099160537.2	25277005.1	25252904.3	1.04	null	null	1116661832.3	25774158.6		-17501295.1		-1.6	4590.4		139.9		true		1116661832.3		-17501295.1		-1.6	-52.33			2	0			
442	10700.0	9575	-11	200	25589162.0	2005306.5	1914587.6	1.79	29080951.4	2267909.0	2158019.3	1.32	null	null	14796047.1	1667328.1		14284904.4		96.5	200.0		6.1		true		14796047.1		14284904.4		96.5	-13.26			0	2			
443	11500.0	11975	4	4660	1216129182.9	55865267.9	55803632.8	1.49	1225478921.1	55725138.2	55632973.8	1.45	null	null	null	null					4660.0											-38.16			3	1			
444	12631.0	12828	2	2260	303010317.0	29073986.5	28989327.9	4.29	298248408.0	29448917.6	28974041.6	3.25	null	null	null	null					2259.8											-10.74			1	0	1		
445	9098.0	8275	-9	1990	211226628.8	16489663.0	16468710.2	1.20	239672537.8	25113569.2	25075001.8	1.44	null	null	190789326.6	22738738.8		48883211.2		25.6	1990.1		60.7		true		190789326.6		48883211.2		25.6	-25.66			1	0			
447	10900.0	9792	-10	2052	479250951.1	20160018.2	20091472.7	1.24	475922439.7	20310916.6	20246225.3	1.22	null	null	403094204.7	19162971.2		72828235.1		18.1	2051.7		62.5		true		403094204.7		72828235.1		18.1	-31.41			1	2	2		
448	8200.0	9186	12	6397	557856653.6	58774599.1	58763254.5	1.59	570802228.5	60147163.1	60134625.8	1.52	null	null	null	null					6397.0											-16.42			2	1	1	0	
449	7000.0	7375	5	2777	120910615.3	20480793.4	20478805.0	1.43	120688344.6	22327518.1	20557254.9	1.36	null	null	null	null					2776.8											-7.83			1	0			
450	10000.0	8588	-14	986	281939526.3	8616483.9	8470954.9	1.46	272771338.9	8986200.9	8850120.6	1.17	null	null	null	null					986.4											-48.27			5	0			
451	15800.0	14187	-10	4179	941916042.1	59309288.1	59281958.6	1.56	942065821.5	59316928.0	59289603.6	1.43	null	null	null	null					4178.7											-21.81			0	2		2	
452	9000.0	10706	19	1388	221616102.6	14891167.3	14856417.5	1.64	221607917.0	14891054.4	14856305.3	1.64	null	null	null	null					1387.6											-24.75			1	0			
453	14428.0	14043	-3	4885	484464053.6	68603706.9	68595265.7	1.24	483616673.2	71748877.0	68667715.6	1.20	null	null	null	null					4884.7											-13.60			1	2		0	
454	12200.0	15597	28	5266	1577927291.7	82148611.1	82137007.2	1.15	1579139972.5	82099761.9	82088142.8	1.15	null	null	null	null					5266.4											-29.62			2	0			
455	3000.0	1619	-46	0	0.0	0.0	0.0	NaN	491753724.9	25566361.7	25562743.4	1.15	null	null	null	null					0.0											3.05			0	0			
456	10200.0	3302	-68	0	0.0	0.0	0.0	NaN	1002946756.9	52143376.4	52135996.8	1.15	null	null	null	null					0.0											3.05			0	0			
457	15600.0	7944	-49	27	619701.7	240372.2	211762.6	1.00	619618.2	240354.4	211745.2	1.00	null	null	null	null					26.7											-3.75			0	0			
458	8189.0	7658	-6	281	12651636.4	2160828.2	2152155.7	1.00	12647965.6	2160414.1	2151742.7	1.00	10524012.9	2468162.3	10504457.3	2460627.5	2123952.8	2143508.3	20.2	20.4	281.0	42.8	8.6	true	true	10524012.9	10504457.3	2123952.8	2143508.3	20.2	20.4	-6.63			0	1			
459	3546.0	3315	-7	556	10220614.1	1161803.4	1157015.4	1.00	10221487.2	1161612.0	1156823.3	1.00	11383717.6	1164912.3	11327783.3	1162501.2	-1162230.4	-1106296.1	-10.2	-9.8	556.0	84.7	16.9	true	true	11383717.6	11327783.3	-1162230.4	-1106296.1	-10.2	-9.8	-12.57			0	0			
460	11456.0	10891	-5	354	60978469.4	3910147.6	3850230.6	1.63	61638993.3	3896683.3	3835328.5	1.43	53545364.5	3916595.7	53501323.7	3908372.1	8093628.7	8137669.6	15.1	15.2	353.5	53.9	10.8	true	true	53545364.5	53501323.7	8093628.7	8137669.6	15.1	15.2	-16.94			0	2			
461	10929.0	10714	-2	387	55231897.4	4204195.0	4145770.0	1.33	55592992.9	4363645.8	4307386.4	1.27	58678947.2	3882065.1	58516325.7	3880385.9	-3085954.3	-2923332.8	-5.3	-5.0	387.0	59.0	11.8	true	true	58678947.2	58516325.7	-3085954.3	-2923332.8	-5.3	-5.0	-17.00			0	1			
462	7577.0	7654	1	672	45603853.5	5174286.1	5147062.1	1.19	44816737.6	4946980.4	4918967.1	1.19	60443241.7	4674417.3	60586330.9	4666150.6	-15626504.2	-15769593.4	-25.9	-26.0	672.4	102.5	20.5	true	true	60443241.7	60586330.9	-15626504.2	-15769593.4	-25.9	-26.0	-16.82			1	2		1,2	1
463	7670.0	7374	-4	420	57979203.7	3180193.5	3096304.4	1.25	57988785.6	3180004.4	3096072.5	1.10	58168912.4	3319715.9	58120563.9	3310975.6	-180126.8	-131778.2	-0.3	-0.2	419.9	64.0	12.8	true	true	58168912.4	58120563.9	-180126.8	-131778.2	-0.3	-0.2	-19.20			1	0			
464	10666.0	11311	6	454	41028953.3	5153601.1	5131223.3	1.37	41001364.4	5165903.7	5143603.9	1.37	43260289.9	4964396.8	43187152.8	4960005.1	-2258925.6	-2185788.4	-5.2	-5.1	453.6	69.1	13.8	true	true	43260289.9	43187152.8	-2258925.6	-2185788.4	-5.2	-5.1	-9.06			1	2			
465	3782.0	4982	32	610	25873395.6	3059237.2	3040481.9	1.01	25878447.8	3057515.9	3038766.0	1.01	30234785.4	3291213.1	30344816.7	3307746.5	-4356337.6	-4466368.9	-14.4	-14.7	610.3	93.0	18.6	true	true	30234785.4	30344816.7	-4356337.6	-4466368.9	-14.4	-14.7	-20.02			1	0		0	0
466	6218.0	6190	-0	1472	41580075.1	9112529.6	9109158.5	1.49	41512532.0	9114028.3	9110659.5	1.34	20214045.9	3198772.7	20211850.5	3201183.9	21298486.1	21300681.5	105.4	105.4	1471.6	224.3	44.9	true	true	20214045.9	20211850.5	21298486.1	21300681.5	105.4	105.4	-10.71			0	2		1	1
467	7000.0	13344	91	17	669681.4	240629.3	226388.8	Infinity	668569.1	235826.5	221636.2	1768.31	801459.1	294026.7	542186.9	181909.9	-132890.0	126382.2	-16.6	23.3	17.0	2.6	0.5	false	false							3.05			0	3			
468	14000.0	15582	11	73	6322806.6	1192021.1	1138553.9	2.52	6364820.4	1198380.8	1145544.4	2.44	5996145.4	1205427.6	5974666.1	1157119.3	368675.0	390154.4	6.1	6.5	73.1	11.1	2.2	true	false	5996145.4		368675.0		6.1		-7.47			0	2			
469	9552.0	9517	-0	71	5478415.8	735266.5	677574.4	1.31	5412226.9	731547.3	674158.9	1.29	5943890.4	722903.5	5955636.1	723334.1	-531663.5	-543409.2	-8.9	-9.1	71.2	10.9	2.2	true	false	5943890.4		-531663.5		-8.9		-11.17			1	2		1	1
470	11154.0	9819	-12	103	11640135.4	1092256.0	1014242.9	1.12	11829969.0	1094980.3	1014941.2	1.03	13641659.1	1140198.4	13663344.9	1138820.6	-1811690.1	-1833375.9	-13.3	-13.4	103.3	15.7	3.1	true	true	13641659.1	13663344.9	-1811690.1	-1833375.9	-13.3	-13.4	-17.90			0	2			
471	7216.0	7217	0	81	3204630.6	604603.7	586803.0	2.53	2775120.2	588282.0	573647.2	1.08	2623932.6	622368.7	2616995.8	617847.9	151187.7	158124.4	5.8	6.0	81.3	12.4	2.5	true	false	2623932.6		151187.7		5.8		-5.37			0	1		2	2
472	12233.0	12465	2	25	660220.0	323843.9	315547.4	Infinity	662534.0	328129.5	319759.6	40.19	545456.7	250971.1	191945.7	62430.6	117077.2	470588.2	21.5	245.2	25.3	3.9	0.8	false	false							0.13			0	4			
473	3909.0	4207	8	0	0.0	0.0	0.0	NaN	447217.1	221490.7	215840.9	40.19	null	null	null	null					0.0											1.10		1,2,3	0	0			
474	4692.0	4714	0	97	4952867.3	494329.3	455878.9	1.36	4770076.5	486835.3	450222.1	1.29	4790408.0	437660.2	4807942.1	431632.4	-20331.5	-37865.5	-0.4	-0.8	96.7	14.7	2.9	true	false	4790408.0		-20331.5		-0.4		-15.43			1	2			
475	6300.0	5789	-8	28	194487.6	163342.2	160663.8	2.34	196015.5	162353.1	159544.9	1.39	209452.6	155215.4	33211.9	22604.2	-13437.1	162803.7	-6.4	490.2	27.8	4.2	0.8	true	false	209452.6		-13437.1		-6.4		-1.45			0	2			
476	9200.0	9257	1	38	828765.7	371532.2	355621.4	1.61	840384.6	373961.1	357504.9	1.58	588151.3	237408.6	497836.1	193750.2	252233.3	342548.5	42.9	68.8	38.4	5.9	1.2	true	false	588151.3		252233.3		42.9		-3.46			0	2			
477	4000.0	4227	6	76	1239777.2	337521.3	319782.4	1.24	1249174.4	335660.5	317448.9	1.15	1351044.8	305178.1	879380.4	191597.4	-101870.4	369794.0	-7.5	42.1	75.6	11.5	2.3	true	false	1351044.8		-101870.4		-7.5		-3.69			3	0	0		
478	4137.0	3628	-12	77	1383759.3	288113.7	278832.4	1.39	1390659.1	288255.1	278937.2	1.24	1623235.4	316501.7	1611726.3	307847.5	-232576.4	-221067.2	-14.3	-13.7	76.9	11.7	2.3	true	false	1623235.4		-232576.4		-14.3		-7.53			0	1		1	1
479	10560.0	10376	-2	59	1140209.2	626029.5	616550.3	2.16	1116902.0	631881.4	622734.0	1.71	1116958.9	533588.1	1145659.6	532813.0	-56.9	-28757.5	-0.0	-2.5	59.4	9.1	1.8	true	false	1116958.9		-56.9		-0.0		-1.70			1	0			
480	13002.0	12896	-1	44	1846815.6	586881.7	561295.3	3.05	1865453.6	590524.6	565184.8	2.16	2120362.8	665984.0	722756.8	190521.0	-254909.2	1142696.8	-12.0	158.1	43.5	6.6	1.3	true	false	2120362.8		-254909.2		-12.0		-2.72			0	3			
481	2078.0	1926	-7	43	10320.4	55388.8	55371.3	1.00	10415.4	55538.8	55521.4	1.00	18581.5	60320.9	3654.6	4305.6	-8166.1	6760.8	-43.9	185.0	43.2	6.6	1.3	true	false	18581.5		-8166.1		-43.9		-0.34			0	0			
483	13500.0	9379	-31	81	4157160.6	785238.4	762578.8	4.08	4195449.6	786961.5	764083.0	3.93	2858214.4	674121.5	2865529.1	674896.5	1337235.1	1329920.5	46.8	46.4	81.3	12.4	2.5	true	false	2858214.4		1337235.1		46.8		-5.86			0	2			
484	21700.0	12732	-41	78	5921705.0	1033970.0	993132.7	2.20	5925437.0	1031658.8	990485.0	1.36	5138558.5	991742.7	5156993.2	1008577.4	786878.4	768443.8	15.3	14.9	78.0	11.9	2.4	true	false	5138558.5		786878.4		15.3		-5.48			0	2			
485	6000.0	6151	3	24	225334.4	151315.0	150001.5	48.14	237056.4	156524.1	155155.3	3.12	207910.8	170069.6	161672.1	101180.7	29145.6	75384.2	14.0	46.6	24.4	3.7	0.7	true	false	207910.8		29145.6		14.0		-0.43			0	1			
486	11538.0	9220	-20	151	10010860.1	1419376.6	1389736.2	2.65	11258551.5	1525880.4	1493430.0	1.22	9634891.6	1420275.1	9626154.1	1415452.8	1623659.9	1632397.4	16.9	17.0	150.7	23.0	4.6	true	true	9634891.6	9626154.1	1623659.9	1632397.4	16.9	17.0	-6.99			0	4		3	3
487	3500.0	5705	63	16	367188.1	95873.0	90878.3	Infinity	381276.6	99746.1	94560.0	77.33	476395.6	114700.1	263479.5	63507.0	-95119.0	117797.1	-20.0	44.7	15.9	2.4	0.5	false	false							1.47			0	2			
488	6052.0	6462	7	20	167655.5	132622.6	132109.6	Infinity	168998.8	133652.6	133135.4	4.02	276399.0	184923.8	205876.6	103333.4	-107400.1	-36877.7	-38.9	-17.9	20.4	3.1	0.6	true	false	276399.0		-107400.1		-38.9		0.57			0	1			
489	1930.0	3183	65	71	425130.5	226596.4	225104.6	1.05	425761.5	227012.2	225526.3	1.02	468422.4	238829.4	430826.5	209896.1	-42660.9	-5065.0	-9.1	-1.2	70.7	10.8	2.2	true	false	468422.4		-42660.9		-9.1		-2.21			0	1			
490	8824.0	7113	-19	59	1399257.6	425804.6	417292.0	5.65	1354131.6	438099.4	430395.2	5.14	1099466.6	418500.4	973369.2	327222.6	254664.9	380762.4	23.2	39.1	58.7	8.9	1.8	true	false	1099466.6		254664.9		23.2		-2.64			0	2			
491	10953.0	10952	-0	106	7759300.2	1204750.8	1162995.3	1.57	7574037.4	1195318.1	1155801.4	1.57	7378349.8	1106012.3	7344786.9	1101147.0	195687.6	229250.5	2.7	3.1	106.2	16.2	3.2	true	true	7378349.8	7344786.9	195687.6	229250.5	2.7	3.1	-7.58			0	2			
497	7449.0	6903	-7	45	1338670.4	324397.1	311901.6	43.16	1321501.2	320590.3	308035.6	18.96	898825.1	436669.9	837433.7	370278.2	422676.1	484067.5	47.0	57.8	45.2	6.9	1.4	true	false	898825.1		422676.1		47.0		-1.00			0	2			
498	10349.0	9582	-7	263	20322579.5	2573223.9	2522955.8	1.30	20294214.0	2564321.9	2514098.3	1.30	19520300.5	3004850.3	19539384.7	3020350.3	773913.5	754829.3	4.0	3.9	263.3	40.1	8.0	true	true	19520300.5	19539384.7	773913.5	754829.3	4.0	3.9	-11.41			1	2			
499	5920.0	5648	-5	556	30850988.8	3160222.4	3139163.6	1.30	30504100.2	3185892.1	3165575.7	1.30	33549707.1	3085924.0	33445627.4	3081704.6	-3045606.9	-2941527.2	-9.1	-8.8	555.8	84.7	16.9	true	true	33549707.1	33445627.4	-3045606.9	-2941527.2	-9.1	-8.8	-17.23			1	2		0,2	0,2
500	3011.0	3050	1	58	699405.9	182989.8	175437.7	1.60	701585.8	184294.0	176945.2	1.13	576749.6	180273.8	569765.0	172222.4	124836.2	131820.8	21.6	23.1	57.5	8.8	1.8	true	false	576749.6		124836.2		21.6		-3.63			0	1			
501	3814.0	3772	-1	63	1113069.1	245932.4	237033.6	1.25	1101224.3	253000.0	244576.8	1.22	1029007.1	234007.2	522702.7	106562.6	72217.2	578521.6	7.0	110.7	62.8	9.6	1.9	true	false	1029007.1		72217.2		7.0		-6.76			2	1		2	2
502	14300.0	14439	1	96	6175517.7	1407327.8	1389224.6	123.39	5979170.0	1408382.1	1390910.7	36.41	4857040.4	1281679.1	4816958.0	1276598.5	1122129.6	1162211.9	23.1	24.1	96.2	14.7	2.9	true	false	4857040.4		1122129.6		23.1		-1.15			0	4		0	0
503	10167.0	11877	17	92	2999848.5	1100850.7	1093844.6	32.27	3009199.7	1099117.7	1092033.2	11.22	4036158.0	1025670.5	2544210.1	425174.1	-1026958.3	464989.6	-25.4	18.3	92.1	14.0	2.8	true	false	4036158.0		-1026958.3		-25.4		-0.89			1	0			
505	3226.0	2291	-29	899	2145583.6	2059604.2	2058813.6	2.71	2153031.4	2066465.2	2065669.9	1.09	1822302.4	2083374.4	1801751.6	2068821.6	330729.0	351279.8	18.1	19.5	898.8	137.0	27.4	true	true	1822302.4	1801751.6	330729.0	351279.8	18.1	19.5	-1.21			0	1		2	2
506	6836.0	7120	4	88	1387578.4	630938.0	627765.3	3.30	1390924.2	632280.3	629118.6	2.88	1022594.0	466292.1	609614.3	279861.4	368330.3	781310.0	36.0	128.2	88.2	13.4	2.7	true	false	1022594.0		368330.3		36.0		-2.94			0	2			
507	5262.0	7173	36	59	1330279.2	427928.6	421184.1	13.32	1131466.1	408373.8	401986.7	3.26	1109288.8	396757.4	1069949.1	354132.3	22177.3	61517.0	2.0	5.7	58.7	8.9	1.8	true	false	1109288.8		22177.3		2.0		-1.66			0	2			
508	6213.0	6304	1	96	2553600.3	616092.3	606505.5	1.99	2667172.5	660682.7	652352.8	1.66	3134534.2	602261.7	3147605.4	598472.8	-467361.8	-480433.0	-14.9	-15.3	96.2	14.7	2.9	true	false	3134534.2		-467361.8		-14.9		-5.35			1	2			
509	11407.0	11518	1	141	6456109.9	1632084.2	1619153.9	1.96	6504184.8	1635063.9	1621975.1	1.96	1378207.8	222597.5	1372628.4	220659.9	5125977.0	5131556.5	371.9	373.8	140.6	21.4	4.3	true	true	1378207.8	1372628.4	5125977.0	5131556.5	371.9	373.8	-4.22			2	4			
511	5773.0	5709	-1	253	20792065.6	1491647.4	1444727.5	1.34	20727465.0	1492943.0	1446177.9	1.28	20831259.7	1429618.1	20851864.3	1422987.6	-103794.7	-124399.3	-0.5	-0.6	253.1	38.6	7.7	true	true	20831259.7	20851864.3	-103794.7	-124399.3	-0.5	-0.6	-16.70			1	0			
512	6038.0	7201	19	247	29804819.1	1842371.2	1781184.5	1.31	29729445.6	1835836.7	1774568.7	1.31	28300787.6	1639385.0	28253631.4	1632883.6	1428657.9	1475814.1	5.0	5.2	247.3	37.7	7.5	true	true	28300787.6	28253631.4	1428657.9	1475814.1	5.0	5.2	-23.30			1	2			
513	31445.0	30469	-3	307	120977558.4	9573136.2	9351836.4	1.53	121003580.5	9574359.3	9353842.7	1.53	122241893.1	9307544.3	122387039.2	9344141.6	-1238312.6	-1383458.8	-1.0	-1.1	306.9	46.8	9.4	true	true	122241893.1	122387039.2	-1238312.6	-1383458.8	-1.0	-1.1	-12.23			6	8		1,3,8	1,8
515	12292.0	12478	2	401	54402405.4	5058268.6	5009681.0	1.66	54291738.6	5049879.0	5001421.2	1.66	53246589.4	4920049.5	53218860.0	4934171.8	1045149.2	1072878.6	2.0	2.0	401.5	61.2	12.2	true	true	53246589.4	53218860.0	1045149.2	1072878.6	2.0	2.0	-13.04			0	4		2	
516	8664.0	8413	-3	578	74900012.0	4897554.0	4860098.4	1.03	74873026.5	4894125.0	4856699.6	1.03	81885593.2	4341382.3	81825055.2	4337851.7	-7012566.8	-6952028.7	-8.6	-8.5	577.7	88.0	17.6	true	true	81885593.2	81825055.2	-7012566.8	-6952028.7	-8.6	-8.5	-25.80			1	2		2	2
517	12909.0	12865	-0	524	132264524.3	6844123.2	6741609.5	1.19	132163500.9	6843685.1	6741510.5	1.19	124420563.7	6815184.8	124422217.1	6821083.4	7742937.2	7741283.8	6.2	6.2	524.0	79.9	16.0	true	true	124420563.7	124422217.1	7742937.2	7741283.8	6.2	6.2	-22.34			1	4	3	0,3	0
522	22742.0	22723	-0	716	275027489.3	16369057.0	16263332.5	1.14	275037177.0	16368387.9	16262661.4	1.14	268751698.7	16519960.1	268653209.9	16519357.3	6285478.3	6383967.1	2.3	2.4	715.7	109.1	21.8	true	true	268751698.7	268653209.9	6285478.3	6383967.1	2.3	2.4	-19.36			0	4		1	1
523	10015.0	9044	-10	1057	173709974.0	9595205.5	9556139.7	1.02	173696883.3	9561171.6	9521998.0	1.00	172648557.9	9602733.5	173008054.9	9615391.9	1048325.3	688828.4	0.6	0.4	1056.6	161.0	32.2	true	true	172648557.9	173008054.9	1048325.3	688828.4	0.6	0.4	-22.36			1	0			
527	15700.0	11392	-27	50	948383.4	569757.4	564028.4	1.96	935640.9	569928.6	564369.4	1.96	965294.7	385649.0	690107.6	216354.4	-29653.8	245533.3	-3.1	35.6	49.5	7.5	1.5	true	false	965294.7		-29653.8		-3.1		-2.55			0	1			
528	2107.0	1326	-37	183	5931220.3	269762.4	242302.3	1.12	5929842.3	269691.3	242239.6	1.05	4024779.0	201198.8	3947668.9	188368.3	1905063.3	1982173.4	47.3	50.2	182.7	27.8	5.6	true	true	4024779.0	3947668.9	1905063.3	1982173.4	47.3	50.2	-39.55			0	1			
529	1250.0	5921	374	135	2827432.6	803755.9	799274.4	2.47	2619390.9	742930.0	738138.9	2.01	null	null	null	null					135.0											-5.15			1	0			
530	14250.0	8581	-40	126	3809990.4	1089810.1	1082523.8	9.41	3856715.0	1091681.4	1084263.9	5.97	null	null	null	null					126.2											-1.57			2	0			
531	11750.0	12055	3	152	11177640.4	1863602.1	1832325.7	3.12	11224051.7	1874862.5	1843840.4	2.86	null	null	null	null					152.0											-8.06			2	1			
532	14750.0	13909	-6	100	6413154.5	1399003.9	1387997.1	44.46	6410689.7	1403159.8	1392203.0	26.18	null	null	2330.8	9687.5		6408359.0		274946.0	99.8		3.0		true		2330.8		6408359.0		274946.0	-2.23			0	3			
537	3500.0	1780	-49	62	298464.4	114481.4	111194.5	1.00	298109.7	114464.8	111181.3	1.00	null	null	null	null					62.5											-3.63			0	0			
539	5500.0	3425	-38	62	574349.3	220302.1	213977.0	1.00	573610.0	220248.4	213930.2	1.00	null	null	null	null					62.5											-3.63			0	0			
542	4200.0	5901	41	62	989649.7	379598.1	368699.4	1.00	988284.0	379470.2	368584.6	1.00	null	null	null	null					62.5											-3.63			0	0			
543	4398.0	4375	-1	353	10409559.3	1559044.0	1543611.0	2.08	10344781.0	1564366.6	1549203.3	1.58	12001328.8	1411491.7	12046480.2	1421911.2	-1656547.8	-1701699.2	-13.8	-14.1	352.8	53.8	10.8	true	true	12001328.8	12046480.2	-1656547.8	-1701699.2	-13.8	-14.1	-5.76			0	1			
544	7164.0	7202	1	53	435217.2	382866.0	380692.1	6.04	471838.5	390767.3	388338.9	1.15	282582.1	246062.8	113262.4	78576.5	189256.4	358576.2	67.0	316.6	52.9	8.1	1.6	false	false							-0.69			1	0			
549	2501.0	2556	2	246	1418154.9	366477.1	357290.9	1.00	1416670.4	366413.1	357231.0	1.00	null	null	690261.1	198055.8		726409.3		105.2	245.9		7.5		true		690261.1		726409.3		105.2	-7.31			0	0			
550	2617.0	2633	1	160	875216.8	254548.0	250131.4	1.00	875475.6	254570.7	250152.1	1.00	null	null	589261.1	186215.5		286214.5		48.6	160.1		4.9		true		589261.1		286214.5		48.6	-4.78			0	0			
552	9487.0	9487	0	167	3860777.9	1588591.4	1584153.6	1.45	4867051.1	1669831.7	1656109.5	2.16	null	null	3810668.0	1429445.9		1056383.0		27.7	167.0		5.1		true		3810668.0		1056383.0		27.7	-3.38			0	1			
553	10118.0	8842	-13	218	8924054.0	2006625.4	1931680.5	1.09	8570793.0	1976436.0	1905200.1	1.04	null	null	8589417.9	2026842.4		-18624.9		-0.2	218.5		6.7		true		8589417.9		-18624.9		-0.2	-7.62			1	0		0,1	
555	5248.0	5248	0	193	5024138.6	924720.5	913014.0	1.00	5958936.6	986383.4	977417.6	1.75	null	null	804645.4	263715.6		5154291.1		640.6	193.0		5.9		true		804645.4		5154291.1		640.6	-6.26			0	0			
556	7237.0	7216	-0	435	55804307.1	3205805.4	3141695.0	3.08	40664818.9	2829681.9	2788645.9	1.31	null	null	45612890.3	3354031.2		-4948071.3		-10.8	435.4		13.3		true		45612890.3		-4948071.3		-10.8	-20.89			0	1		0	
557	7701.0	7701	0	409	22808567.5	3168063.6	3153042.8	1.29	28915968.9	3255165.8	3239634.4	1.10	null	null	19349736.3	2975142.0		9566232.6		49.4	409.4		12.5		true		19349736.3		9566232.6		49.4	-8.35			0	1		1	
558	2039.0	2116	4	308	4504012.8	659234.7	650781.8	4.12	4562760.3	666602.5	658121.8	2.34	null	null	2711815.8	597396.5		1850944.5		68.3	307.6		9.4		true		2711815.8		1850944.5		68.3	-9.33			1	0			
559	4951.0	4951	-0	262	14597209.8	980433.3	942190.5	1.00	14597656.0	981024.5	944005.4	1.00	null	null	11002259.5	1241077.7		3595396.5		32.7	261.8		8.0		true		11002259.5		3595396.5		32.7	-21.23			0	0			
560	6244.0	6244	-0	388	28593478.7	2379553.2	2300298.2	1.00	48668524.5	2915804.1	2838379.7	3.81	null	null	25275331.1	2429412.2		23393193.4		92.6	388.5		11.8		true		25275331.1		23393193.4		92.6	-19.67			0	0			
561	6259.0	6259	-0	703	130918125.6	4488265.3	4399528.7	2.81	93088098.3	3459666.3	3375310.5	1.03	null	null	113444306.6	3866392.9		-20356208.3		-17.9	702.9		21.4		true		113444306.6		-20356208.3		-17.9	-34.00			1	0			
570	7400.0	7170	-3	2083	211826316.8	14964809.2	14937657.6	1.66	205883748.7	14877357.3	14850882.2	1.42	null	null	null	null					2083.3											-21.75			1	0			
571	11150.0	9894	-11	2433	320542188.9	24128281.6	24073284.1	2.93	326190197.6	24656394.4	24592329.8	1.30	null	null	null	null					2433.0											-16.78			0	2			
572	8000.0	14523	82	8826	363863417.7	128184470.2	128181016.3	1.60	373110673.1	129728681.9	129725264.7	1.50	null	null	null	null					8826.2											-3.60			0	2			
